species;length;weight
Otolithoides pama;19.75;3.63
Otolithoides pama;22.41;3.88
Otolithoides pama;21.23;3.53
Otolithoides pama;20.53;3.83
Otolithoides pama;20.16;3.98
Otolithoides pama;20.25;3.75
Otolithoides pama;21.76;3.77
Otolithoides pama;20.32;3.64
Otolithoides pama;23.74;3.89
Otolithoides pama;19.33;3.88
Otolithoides pama;20.83;3.98
Otolithoides pama;19.62;3.83
Otolithoides pama;23.48;3.70
Otolithoides pama;22.41;3.86
Otolithoides pama;23.80;3.74
Otolithoides pama;23.10;3.95
Otolithoides pama;19.07;3.78
Otolithoides pama;19.94;3.80
Otolithoides pama;21.11;4.04
Otolithoides pama;20.54;3.87
Otolithoides pama;22.56;4.04
Otolithoides pama;19.76;3.83
Otolithoides pama;23.78;3.99
Otolithoides pama;21.10;3.77
Otolithoides pama;22.80;3.85
Otolithoides pama;22.95;3.77
Otolithoides pama;23.50;3.87
Otolithoides pama;23.09;3.92
Otolithoides pama;20.60;4.05
Otolithoides pama;22.81;4.00
Otolithoides pama;21.98;3.91
Otolithoides pama;20.27;3.82
Otolithoides pama;20.00;3.82
Otolithoides pama;22.30;3.87
Otolithoides pama;22.60;3.79
Otolithoides pama;23.12;3.87
Otolithoides pama;23.33;3.81
Otolithoides pama;21.48;3.96
Otolithoides pama;23.32;3.47
Otolithoides pama;22.46;3.94
Otolithoides pama;20.83;4.08
Otolithoides pama;21.74;3.93
Otolithoides pama;22.07;3.72
Otolithoides pama;23.97;3.93
Otolithoides pama;18.77;3.67
Otolithoides pama;20.62;3.89
Otolithoides pama;20.43;3.75
Otolithoides pama;22.19;4.07
Otolithoides pama;22.30;3.91
Otolithoides pama;23.29;3.92
Otolithoides pama;21.42;3.85
Otolithoides pama;22.96;4.01
Otolithoides pama;21.45;3.80
Otolithoides pama;23.41;3.86
Otolithoides pama;20.08;3.97
Otolithoides pama;18.97;3.82
Otolithoides pama;22.70;3.67
Otolithoides pama;21.71;3.88
Otolithoides pama;23.46;3.97
Otolithoides pama;23.58;3.87
Otolithoides pama;23.10;3.91
Otolithoides pama;20.80;3.76
Otolithoides pama;22.51;3.86
Otolithoides pama;19.33;3.77
Otolithoides pama;22.30;4.05
Otolithoides pama;19.89;3.87
Otolithoides pama;22.50;3.92
Otolithoides pama;20.73;3.72
Otolithoides pama;20.36;4.14
Otolithoides pama;23.82;3.80
Otolithoides pama;22.19;3.88
Otolithoides pama;21.64;3.92
Otolithoides pama;19.73;3.63
Otolithoides pama;24.35;4.14
Otolithoides pama;24.09;3.66
Otolithoides pama;21.38;3.66
Otolithoides pama;20.67;3.83
Otolithoides pama;22.62;3.79
Otolithoides pama;22.73;3.83
Otolithoides pama;19.65;3.83
Otolithoides pama;22.92;4.12
Otolithoides pama;23.16;3.70
Otolithoides pama;22.32;3.78
Otolithoides pama;22.54;3.78
Otolithoides pama;21.27;3.96
Otolithoides pama;20.14;3.55
Otolithoides pama;22.55;4.04
Otolithoides pama;22.77;4.05
Otolithoides pama;22.72;3.68
Otolithoides pama;22.44;3.90
Otolithoides pama;22.35;3.84
Otolithoides pama;23.94;3.84
Otolithoides pama;19.21;3.65
Otolithoides pama;22.43;3.89
Otolithoides pama;23.62;3.94
Otolithoides pama;22.69;3.97
Otolithoides pama;24.30;3.99
Otolithoides pama;20.14;3.90
Otolithoides pama;22.08;3.85
Otolithoides pama;22.16;3.84
Otolithoides pama;22.75;3.76
Otolithoides pama;23.93;3.68
Otolithoides pama;22.51;3.93
Otolithoides pama;22.57;3.69
Otolithoides pama;22.23;3.84
Otolithoides pama;22.02;3.85
Otolithoides pama;23.82;4.03
Otolithoides pama;22.61;3.92
Otolithoides pama;22.76;3.86
Otolithoides pama;20.68;3.74
Otolithoides pama;20.80;3.87
Otolithoides pama;23.20;3.85
Otolithoides pama;22.12;3.83
Otolithoides pama;22.15;3.94
Otolithoides pama;22.15;3.79
Otolithoides pama;21.52;3.72
Otolithoides pama;22.95;3.86
Otolithoides pama;19.67;3.92
Otolithoides pama;21.49;3.90
Otolithoides pama;22.93;3.87
Otolithoides pama;20.14;3.72
Otolithoides pama;23.17;3.92
Otolithoides pama;19.87;3.75
Otolithoides pama;19.98;3.91
Otolithoides pama;22.07;3.57
Otolithoides pama;22.63;3.95
Otolithoides pama;23.23;4.06
Otolithoides pama;20.43;3.86
Otolithoides pama;21.32;3.66
Otolithoides pama;23.27;3.78
Otolithoides pama;21.50;3.83
Otolithoides pama;20.96;3.89
Otolithoides pama;22.29;3.76
Otolithoides pama;21.56;3.81
Otolithoides pama;22.98;3.66
Otolithoides pama;22.22;3.98
Otolithoides pama;21.45;3.89
Otolithoides pama;20.56;3.75
Otolithoides pama;23.33;3.68
Otolithoides pama;22.07;3.70
Otolithoides pama;19.20;3.76
Otolithoides pama;21.80;3.93
Otolithoides pama;23.53;3.63
Otolithoides pama;22.60;3.83
Otolithoides pama;23.33;3.86
Otolithoides pama;20.73;3.84
Otolithoides pama;21.22;3.92
Otolithoides pama;22.90;3.88
Otolithoides pama;21.92;3.94
Otolithoides pama;22.88;4.10
Otolithoides pama;22.04;3.95
Otolithoides pama;21.89;3.69
Otolithoides pama;20.67;3.87
Otolithoides pama;22.02;3.78
Otolithoides pama;23.58;3.67
Otolithoides pama;19.36;3.83
Otolithoides pama;20.87;3.78
Otolithoides pama;24.31;3.65
Otolithoides pama;22.85;4.06
Otolithoides pama;22.20;3.79
Otolithoides pama;21.05;4.01
Otolithoides pama;20.08;3.84
Otolithoides pama;19.43;3.85
Otolithoides pama;19.38;3.87
Otolithoides pama;20.41;3.91
Otolithoides pama;22.49;3.85
Otolithoides pama;23.14;3.96
Otolithoides pama;22.81;3.87
Otolithoides pama;21.44;3.96
Otolithoides pama;20.63;3.85
Otolithoides pama;19.97;3.79
Otolithoides pama;20.59;3.65
Otolithoides pama;23.30;3.89
Otolithoides pama;21.78;3.78
Otolithoides pama;19.29;3.76
Otolithoides pama;19.45;3.92
Otolithoides pama;19.28;3.72
Otolithoides pama;22.06;3.80
Otolithoides pama;22.58;3.88
Otolithoides pama;23.68;4.02
Otolithoides pama;23.67;3.87
Otolithoides pama;21.44;3.74
Otolithoides pama;19.19;3.77
Otolithoides pama;22.02;3.87
Otolithoides pama;22.42;4.01
Otolithoides pama;23.19;3.84
Otolithoides pama;22.81;3.67
Otolithoides pama;20.64;3.91
Otolithoides pama;22.70;3.93
Otolithoides pama;22.92;3.74
Otolithoides pama;21.79;4.00
Otolithoides pama;20.38;3.91
Otolithoides pama;21.52;3.90
Otolithoides pama;19.12;3.71
Otolithoides pama;20.42;3.91
Otolithoides pama;23.32;3.91
Otolithoides pama;19.31;3.75
Otolithoides pama;21.60;3.82
Otolithoides pama;23.52;3.78
Otolithoides pama;22.71;3.85
Otolithoides pama;22.87;3.95
Otolithoides pama;23.04;3.87
Otolithoides pama;20.51;3.88
Otolithoides pama;23.25;3.97
Otolithoides pama;23.21;4.21
Otolithoides pama;22.88;3.90
Otolithoides pama;20.54;3.82
Otolithoides pama;20.62;3.89
Otolithoides pama;22.48;3.70
Otolithoides pama;22.20;3.83
Otolithoides pama;21.46;3.75
Otolithoides pama;22.25;3.76
Otolithoides pama;22.97;3.70
Otolithoides pama;22.37;3.94
Otolithoides pama;23.61;3.85
Otolithoides pama;21.27;4.08
Otolithoides pama;23.12;3.94
Otolithoides pama;21.55;3.83
Otolithoides pama;21.69;4.02
Otolithoides pama;21.18;3.87
Otolithoides pama;23.40;4.03
Otolithoides pama;19.35;3.78
Otolithoides pama;22.15;3.95
Otolithoides pama;20.43;3.75
Otolithoides pama;21.83;3.95
Otolithoides pama;19.84;3.77
Otolithoides pama;24.12;3.51
Otolithoides pama;23.99;4.09
Otolithoides pama;22.77;3.98
Pethia conchonius;9.61;4.55
Pethia conchonius;9.16;4.61
Pethia conchonius;8.09;4.56
Pethia conchonius;9.89;4.61
Pethia conchonius;10.31;4.57
Pethia conchonius;11.03;4.61
Pethia conchonius;9.07;4.62
Pethia conchonius;9.37;4.59
Pethia conchonius;10.71;4.56
Pethia conchonius;10.58;4.65
Pethia conchonius;11.53;4.64
Pethia conchonius;11.84;4.64
Pethia conchonius;9.76;4.56
Pethia conchonius;8.27;4.53
Pethia conchonius;9.82;4.60
Pethia conchonius;9.55;4.59
Pethia conchonius;8.33;4.58
Pethia conchonius;9.82;4.61
Pethia conchonius;9.47;4.62
Pethia conchonius;9.04;4.58
Pethia conchonius;7.92;4.54
Pethia conchonius;10.33;4.59
Pethia conchonius;9.58;4.60
Pethia conchonius;11.62;4.61
Pethia conchonius;9.59;4.60
Pethia conchonius;11.33;4.58
Pethia conchonius;12.01;4.63
Pethia conchonius;8.36;4.53
Pethia conchonius;9.62;4.60
Pethia conchonius;9.35;4.59
Pethia conchonius;11.72;4.60
Pethia conchonius;10.75;4.60
Pethia conchonius;10.07;4.60
Pethia conchonius;9.29;4.60
Pethia conchonius;11.33;4.63
Pethia conchonius;8.73;4.56
Pethia conchonius;8.04;4.57
Pethia conchonius;11.99;4.66
Pethia conchonius;8.78;4.57
Pethia conchonius;10.29;4.63
Pethia conchonius;9.56;4.60
Pethia conchonius;10.90;4.59
Pethia conchonius;7.36;4.57
Pethia conchonius;8.39;4.56
Pethia conchonius;10.34;4.56
Pethia conchonius;11.13;4.59
Pethia conchonius;7.48;4.54
Pethia conchonius;10.38;4.52
Pethia conchonius;7.53;4.56
Pethia conchonius;9.00;4.60
Pethia conchonius;8.86;4.52
Pethia conchonius;12.01;4.61
Pethia conchonius;10.79;4.57
Pethia conchonius;7.99;4.57
Pethia conchonius;10.64;4.62
Pethia conchonius;10.28;4.57
Pethia conchonius;10.53;4.60
Pethia conchonius;8.36;4.55
Pethia conchonius;7.60;4.58
Pethia conchonius;9.81;4.55
Pethia conchonius;9.85;4.59
Pethia conchonius;7.83;4.57
Pethia conchonius;7.83;4.55
Pethia conchonius;10.11;4.56
Pethia conchonius;8.98;4.50
Pethia conchonius;9.55;4.59
Pethia conchonius;10.78;4.61
Pethia conchonius;8.82;4.57
Pethia conchonius;8.38;4.54
Pethia conchonius;8.93;4.53
Pethia conchonius;9.12;4.57
Pethia conchonius;10.10;4.64
Pethia conchonius;8.51;4.60
Pethia conchonius;8.83;4.56
Pethia conchonius;7.49;4.54
Pethia conchonius;12.21;4.64
Pethia conchonius;8.82;4.59
Pethia conchonius;8.04;4.54
Pethia conchonius;10.68;4.66
Pethia conchonius;9.31;4.56
Pethia conchonius;8.02;4.54
Pethia conchonius;7.57;4.51
Pethia conchonius;8.23;4.58
Pethia conchonius;9.87;4.61
Pethia conchonius;9.13;4.56
Pethia conchonius;9.34;4.61
Pethia conchonius;12.59;4.62
Pethia conchonius;10.55;4.63
Pethia conchonius;8.27;4.54
Pethia conchonius;8.99;4.59
Pethia conchonius;8.91;4.62
Pethia conchonius;9.78;4.61
Pethia conchonius;10.66;4.62
Pethia conchonius;10.33;4.61
Pethia conchonius;11.96;4.63
Pethia conchonius;10.63;4.59
Pethia conchonius;9.23;4.55
Pethia conchonius;10.75;4.62
Pethia conchonius;9.45;4.60
Pethia conchonius;10.92;4.58
Pethia conchonius;10.39;4.62
Pethia conchonius;9.49;4.60
Pethia conchonius;8.02;4.56
Pethia conchonius;9.38;4.59
Pethia conchonius;8.52;4.59
Pethia conchonius;10.32;4.63
Pethia conchonius;7.25;4.54
Pethia conchonius;9.99;4.58
Pethia conchonius;8.23;4.57
Pethia conchonius;8.56;4.57
Pethia conchonius;7.21;4.54
Pethia conchonius;8.53;4.60
Pethia conchonius;8.79;4.60
Pethia conchonius;8.23;4.61
Pethia conchonius;10.27;4.63
Pethia conchonius;9.07;4.58
Pethia conchonius;9.58;4.56
Pethia conchonius;10.60;4.65
Pethia conchonius;7.39;4.55
Pethia conchonius;10.95;4.62
Pethia conchonius;8.53;4.58
Pethia conchonius;9.86;4.59
Pethia conchonius;10.58;4.62
Pethia conchonius;8.94;4.58
Pethia conchonius;11.49;4.64
Pethia conchonius;7.96;4.58
Pethia conchonius;8.89;4.56
Pethia conchonius;8.17;4.60
Pethia conchonius;11.85;4.62
Pethia conchonius;8.81;4.60
Pethia conchonius;10.13;4.57
Pethia conchonius;8.60;4.56
Pethia conchonius;11.06;4.61
Pethia conchonius;9.59;4.59
Pethia conchonius;9.84;4.59
Pethia conchonius;8.97;4.58
Pethia conchonius;7.90;4.56
Pethia conchonius;9.13;4.58
Pethia conchonius;9.26;4.63
Pethia conchonius;9.82;4.57
Pethia conchonius;9.26;4.60
Pethia conchonius;8.51;4.57
Pethia conchonius;8.24;4.59
Pethia conchonius;9.17;4.55
Pethia conchonius;10.64;4.61
Pethia conchonius;7.82;4.56
Pethia conchonius;8.71;4.55
Pethia conchonius;9.89;4.60
Pethia conchonius;11.87;4.62
Pethia conchonius;8.30;4.54
Pethia conchonius;9.04;4.58
Pethia conchonius;9.75;4.59
Pethia conchonius;9.72;4.56
Pethia conchonius;10.48;4.61
Pethia conchonius;7.83;4.52
Pethia conchonius;8.04;4.55
Pethia conchonius;9.90;4.58
Pethia conchonius;9.21;4.60
Pethia conchonius;9.76;4.63
Pethia conchonius;11.36;4.60
Pethia conchonius;8.14;4.55
Pethia conchonius;9.98;4.55
Pethia conchonius;10.25;4.57
Pethia conchonius;12.44;4.59
Pethia conchonius;8.03;4.55
Pethia conchonius;11.85;4.62
Pethia conchonius;10.85;4.63
Pethia conchonius;7.79;4.54
Pethia conchonius;7.63;4.57
Pethia conchonius;7.82;4.59
Pethia conchonius;9.47;4.58
Pethia conchonius;9.45;4.59
Pethia conchonius;10.41;4.57
Pethia conchonius;10.38;4.62
Pethia conchonius;11.25;4.64
Pethia conchonius;9.69;4.60
Pethia conchonius;8.44;4.58
Pethia conchonius;8.14;4.56
Pethia conchonius;11.64;4.64
Pethia conchonius;8.13;4.57
Pethia conchonius;8.70;4.59
Pethia conchonius;8.28;4.55
Pethia conchonius;8.37;4.58
Pethia conchonius;9.60;4.55
Pethia conchonius;8.73;4.59
Pethia conchonius;9.74;4.62
Pethia conchonius;11.60;4.57
Pethia conchonius;11.64;4.60
Pethia conchonius;9.21;4.61
Pethia conchonius;7.99;4.51
Pethia conchonius;9.56;4.56
Pethia conchonius;7.10;4.52
Pethia conchonius;7.87;4.52
Pethia conchonius;9.64;4.60
Pethia conchonius;10.64;4.61
Pethia conchonius;7.54;4.56
Pethia conchonius;7.78;4.58
Pethia conchonius;9.97;4.56
Pethia conchonius;8.28;4.58
Pethia conchonius;12.17;4.57
Pethia conchonius;9.20;4.57
Pethia conchonius;9.22;4.56
Pethia conchonius;11.50;4.64
Pethia conchonius;9.20;4.59
Pethia conchonius;10.86;4.61
Pethia conchonius;9.37;4.56
Pethia conchonius;11.74;4.68
Pethia conchonius;10.19;4.60
Pethia conchonius;9.48;4.58
Pethia conchonius;9.41;4.56
Pethia conchonius;7.41;4.53
Pethia conchonius;10.49;4.60
Pethia conchonius;9.32;4.51
Pethia conchonius;8.79;4.57
Pethia conchonius;8.43;4.60
Pethia conchonius;9.50;4.63
Pethia conchonius;10.36;4.60
Pethia conchonius;9.67;4.58
Pethia conchonius;10.64;4.62
Pethia conchonius;8.37;4.53
Pethia conchonius;12.13;4.63
Pethia conchonius;9.90;4.62
Pethia conchonius;10.25;4.56
Pethia conchonius;9.66;4.61
Pethia conchonius;10.72;4.59
Pethia conchonius;8.64;4.59
Pethia conchonius;9.66;4.57
Pethia conchonius;10.29;4.61
Pethia conchonius;10.10;4.62
Pethia conchonius;8.89;4.55
Pethia conchonius;8.98;4.56
Pethia conchonius;8.57;4.54
Pethia conchonius;8.18;4.54
Pethia conchonius;8.74;4.53
Pethia conchonius;9.67;4.59
Pethia conchonius;10.31;4.54
Pethia conchonius;10.36;4.59
Pethia conchonius;11.51;4.56
Pethia conchonius;9.41;4.62
Pethia conchonius;10.53;4.62
Pethia conchonius;11.18;4.62
Pethia conchonius;12.33;4.67
Pethia conchonius;11.71;4.61
Pethia conchonius;8.03;4.56
Pethia conchonius;8.72;4.62
Pethia conchonius;11.49;4.63
Pethia conchonius;10.75;4.61
Pethia conchonius;8.38;4.54
Pethia conchonius;9.80;4.58
Pethia conchonius;8.83;4.55
Pethia conchonius;10.01;4.61
Pethia conchonius;8.61;4.53
Pethia conchonius;11.10;4.59
Pethia conchonius;7.43;4.55
Pethia conchonius;11.90;4.63
Pethia conchonius;8.87;4.58
Pethia conchonius;11.44;4.63
Pethia conchonius;10.41;4.60
Pethia conchonius;9.18;4.61
Pethia conchonius;9.98;4.60
Pethia conchonius;11.31;4.59
Pethia conchonius;9.71;4.60
Pethia conchonius;9.44;4.61
Pethia conchonius;10.76;4.59
Pethia conchonius;11.15;4.61
Pethia conchonius;12.29;4.66
Pethia conchonius;7.96;4.58
Pethia conchonius;12.31;4.62
Pethia conchonius;8.12;4.57
Pethia conchonius;10.84;4.64
Pethia conchonius;10.31;4.59
Pethia conchonius;9.42;4.59
Pethia conchonius;8.63;4.60
Pethia conchonius;8.32;4.55
Pethia conchonius;10.80;4.60
Pethia conchonius;9.52;4.61
Pethia conchonius;7.55;4.55
Pethia conchonius;12.36;4.64
Pethia conchonius;8.51;4.57
Pethia conchonius;9.04;4.55
Pethia conchonius;8.62;4.63
Pethia conchonius;12.84;4.66
Pethia conchonius;9.22;4.54
Pethia conchonius;8.00;4.56
Pethia conchonius;9.05;4.55
Pethia conchonius;8.94;4.61
Pethia conchonius;9.34;4.55
Pethia conchonius;8.96;4.60
Pethia conchonius;8.14;4.58
Pethia conchonius;9.22;4.62
Pethia conchonius;10.69;4.62
Pethia conchonius;11.93;4.62
Pethia conchonius;8.97;4.54
Pethia conchonius;8.31;4.59
Pethia conchonius;10.82;4.61
Pethia conchonius;9.51;4.62
Pethia conchonius;10.45;4.60
Pethia conchonius;9.90;4.57
Pethia conchonius;12.41;4.58
Pethia conchonius;9.12;4.57
Pethia conchonius;7.92;4.56
Pethia conchonius;10.05;4.58
Pethia conchonius;11.93;4.61
Pethia conchonius;10.60;4.64
Pethia conchonius;9.17;4.57
Pethia conchonius;10.54;4.63
Pethia conchonius;7.85;4.56
Pethia conchonius;10.51;4.58
Pethia conchonius;9.34;4.59
Pethia conchonius;12.11;4.61
Pethia conchonius;10.92;4.59
Pethia conchonius;8.43;4.56
Pethia conchonius;10.08;4.63
Pethia conchonius;11.40;4.61
Pethia conchonius;9.34;4.56
Pethia conchonius;9.37;4.63
Pethia conchonius;9.65;4.59
Pethia conchonius;8.12;4.57
Pethia conchonius;9.94;4.60
Pethia conchonius;11.14;4.61
Pethia conchonius;11.55;4.61
Pethia conchonius;8.39;4.57
Pethia conchonius;12.01;4.60
Pethia conchonius;9.45;4.62
Pethia conchonius;10.53;4.61
Pethia conchonius;9.03;4.57
Pethia conchonius;7.72;4.54
Pethia conchonius;10.25;4.59
Pethia conchonius;9.03;4.56
Pethia conchonius;9.20;4.61
Pethia conchonius;9.00;4.56
Pethia conchonius;9.98;4.60
Pethia conchonius;12.18;4.64
Pethia conchonius;9.39;4.59
Pethia conchonius;7.91;4.51
Pethia conchonius;12.19;4.58
Pethia conchonius;10.44;4.61
Pethia conchonius;8.72;4.55
Pethia conchonius;10.14;4.63
Pethia conchonius;8.80;4.57
Pethia conchonius;10.79;4.55
Pethia conchonius;11.82;4.62
Pethia conchonius;10.40;4.58
Pethia conchonius;8.63;4.57
Pethia conchonius;10.84;4.59
Pethia conchonius;9.75;4.58
Pethia conchonius;8.48;4.56
Pethia conchonius;10.93;4.65
Pethia conchonius;10.02;4.58
Pethia conchonius;8.70;4.56
Pethia conchonius;10.83;4.62
Pethia conchonius;9.39;4.55
Pethia conchonius;9.98;4.60
Pethia conchonius;8.95;4.60
Pethia conchonius;11.94;4.64
Pethia conchonius;9.21;4.55
Pethia conchonius;10.77;4.59
Pethia conchonius;9.90;4.58
Pethia conchonius;10.51;4.63
Pethia conchonius;7.77;4.54
Pethia conchonius;8.49;4.56
Pethia conchonius;8.44;4.56
Pethia conchonius;8.94;4.54
Pethia conchonius;8.49;4.58
Pethia conchonius;8.91;4.56
Pethia conchonius;8.53;4.57
Pethia conchonius;9.63;4.61
Pethia conchonius;8.69;4.58
Pethia conchonius;7.70;4.48
Pethia conchonius;8.62;4.60
Pethia conchonius;9.91;4.60
Pethia conchonius;11.05;4.58
Pethia conchonius;8.09;4.51
Pethia conchonius;8.89;4.55
Pethia conchonius;9.08;4.59
Pethia conchonius;8.96;4.58
Pethia conchonius;8.38;4.55
Pethia conchonius;9.68;4.58
Pethia conchonius;9.89;4.56
Pethia conchonius;10.33;4.65
Pethia conchonius;7.70;4.56
Pethia conchonius;10.64;4.56
Pethia conchonius;9.64;4.57
Pethia conchonius;8.81;4.56
Pethia conchonius;12.42;4.63
Pethia conchonius;12.32;4.59
Pethia conchonius;12.20;4.61
Pethia conchonius;8.65;4.55
Pethia conchonius;7.85;4.55
Pethia conchonius;9.31;4.55
Pethia conchonius;9.69;4.58
Pethia conchonius;9.08;4.61
Pethia conchonius;8.03;4.52
Pethia conchonius;11.63;4.59
Pethia conchonius;11.54;4.65
Pethia conchonius;7.87;4.53
Pethia conchonius;10.18;4.59
Pethia conchonius;8.56;4.58
Pethia conchonius;9.42;4.61
Pethia conchonius;8.53;4.60
Pethia conchonius;8.72;4.56
Pethia conchonius;8.54;4.60
Pethia conchonius;10.75;4.63
Pethia conchonius;9.02;4.57
Pethia conchonius;10.65;4.59
Pethia conchonius;11.83;4.64
Pethia conchonius;9.76;4.57
Pethia conchonius;8.80;4.57
Pethia conchonius;8.14;4.52
Pethia conchonius;8.80;4.58
Pethia conchonius;11.39;4.62
Pethia conchonius;7.66;4.56
Pethia conchonius;10.17;4.60
Pethia conchonius;8.73;4.56
Pethia conchonius;8.58;4.58
Pethia conchonius;9.22;4.60
Pethia conchonius;9.58;4.58
Pethia conchonius;10.61;4.59
Pethia conchonius;7.91;4.56
Pethia conchonius;9.68;4.57
Pethia conchonius;7.79;4.58
Pethia conchonius;9.55;4.55
Pethia conchonius;8.28;4.56
Pethia conchonius;7.90;4.56
Pethia conchonius;9.80;4.62
Pethia conchonius;10.67;4.59
Pethia conchonius;8.35;4.60
Pethia conchonius;11.03;4.63
Pethia conchonius;8.99;4.58
Pethia conchonius;8.05;4.52
Pethia conchonius;10.39;4.58
Pethia conchonius;9.80;4.58
Pethia conchonius;12.62;4.60
Pethia conchonius;8.91;4.59
Pethia conchonius;8.53;4.57
Pethia conchonius;9.38;4.58
Pethia conchonius;7.89;4.58
Pethia conchonius;9.49;4.58
Pethia conchonius;7.80;4.53
Pethia conchonius;9.79;4.66
Pethia conchonius;9.35;4.56
Pethia conchonius;10.52;4.61
Pethia conchonius;8.40;4.58
Pethia conchonius;11.49;4.58
Pethia conchonius;10.35;4.59
Pethia conchonius;9.06;4.58
Pethia conchonius;9.18;4.55
Pethia conchonius;8.54;4.58
Pethia conchonius;9.62;4.55
Pethia conchonius;9.77;4.57
Pethia conchonius;11.51;4.60
Pethia conchonius;10.71;4.60
Pethia conchonius;11.60;4.62
Pethia conchonius;11.19;4.62
Pethia conchonius;10.10;4.57
Pethia conchonius;7.77;4.55
Pethia conchonius;9.73;4.61
Pethia conchonius;8.90;4.58
Pethia conchonius;8.88;4.59
Pethia conchonius;12.79;4.60
Pethia conchonius;11.35;4.68
Pethia conchonius;7.66;4.56
Pethia conchonius;11.67;4.64
Pethia conchonius;9.28;4.57
Pethia conchonius;8.09;4.58
Pethia conchonius;11.62;4.61
Pethia conchonius;8.45;4.60
Pethia conchonius;7.93;4.56
Pethia conchonius;9.51;4.57
Pethia conchonius;8.16;4.56
Pethia conchonius;10.52;4.62
Pethia conchonius;7.29;4.61
Pethia conchonius;10.38;4.60
Pethia conchonius;7.74;4.53
Pethia conchonius;10.25;4.60
Polynemus paradiseus;10.38;4.00
Polynemus paradiseus;13.53;4.10
Polynemus paradiseus;14.43;4.15
Polynemus paradiseus;13.44;4.09
Polynemus paradiseus;14.51;4.01
Polynemus paradiseus;13.86;3.95
Polynemus paradiseus;11.78;4.00
Polynemus paradiseus;11.21;3.99
Polynemus paradiseus;15.80;4.06
Polynemus paradiseus;12.63;4.09
Polynemus paradiseus;11.50;3.86
Polynemus paradiseus;15.77;3.99
Polynemus paradiseus;12.55;3.98
Polynemus paradiseus;10.11;3.93
Polynemus paradiseus;13.10;4.06
Polynemus paradiseus;12.64;3.86
Polynemus paradiseus;12.20;4.00
Polynemus paradiseus;10.84;3.97
Polynemus paradiseus;10.67;3.83
Polynemus paradiseus;11.40;4.02
Polynemus paradiseus;10.05;3.88
Polynemus paradiseus;10.81;4.29
Polynemus paradiseus;15.56;4.02
Polynemus paradiseus;13.81;4.16
Polynemus paradiseus;15.27;4.09
Polynemus paradiseus;15.60;4.11
Polynemus paradiseus;11.02;3.85
Polynemus paradiseus;14.18;3.84
Polynemus paradiseus;15.91;3.71
Polynemus paradiseus;13.01;4.12
Polynemus paradiseus;14.10;4.00
Polynemus paradiseus;13.28;4.09
Polynemus paradiseus;13.59;4.04
Polynemus paradiseus;13.63;4.06
Polynemus paradiseus;15.50;3.94
Polynemus paradiseus;10.62;4.09
Polynemus paradiseus;11.51;4.16
Polynemus paradiseus;11.36;4.00
Polynemus paradiseus;11.15;3.95
Polynemus paradiseus;12.52;3.78
Polynemus paradiseus;12.37;3.95
Polynemus paradiseus;16.33;4.00
Polynemus paradiseus;12.47;3.96
Polynemus paradiseus;12.77;4.14
Polynemus paradiseus;11.60;3.81
Polynemus paradiseus;13.62;4.14
Polynemus paradiseus;14.66;3.92
Polynemus paradiseus;12.59;3.84
Polynemus paradiseus;14.28;3.95
Polynemus paradiseus;12.82;4.13
Polynemus paradiseus;15.35;3.94
Polynemus paradiseus;13.55;3.80
Polynemus paradiseus;11.99;3.78
Polynemus paradiseus;13.16;3.86
Polynemus paradiseus;14.66;4.17
Polynemus paradiseus;11.69;4.10
Polynemus paradiseus;13.72;3.98
Polynemus paradiseus;14.31;4.04
Polynemus paradiseus;12.17;4.02
Polynemus paradiseus;10.68;3.94
Polynemus paradiseus;10.92;3.75
Polynemus paradiseus;15.99;4.12
Polynemus paradiseus;14.41;4.05
Polynemus paradiseus;12.26;3.81
Polynemus paradiseus;14.65;4.07
Polynemus paradiseus;13.23;4.05
Polynemus paradiseus;13.38;3.97
Polynemus paradiseus;10.90;3.96
Polynemus paradiseus;13.54;3.87
Polynemus paradiseus;12.63;3.90
Polynemus paradiseus;14.07;3.92
Polynemus paradiseus;13.72;3.97
Polynemus paradiseus;11.98;3.93
Polynemus paradiseus;13.05;3.94
Polynemus paradiseus;14.12;4.14
Polynemus paradiseus;11.41;3.99
Polynemus paradiseus;15.85;3.89
Polynemus paradiseus;11.90;3.86
Polynemus paradiseus;15.56;3.80
Polynemus paradiseus;16.30;4.09
Polynemus paradiseus;15.56;3.89
Polynemus paradiseus;12.63;4.13
Polynemus paradiseus;13.49;4.01
Polynemus paradiseus;10.37;4.00
Polynemus paradiseus;13.17;4.02
Polynemus paradiseus;12.75;3.88
Polynemus paradiseus;12.75;4.10
Polynemus paradiseus;15.86;3.87
Polynemus paradiseus;13.63;3.96
Polynemus paradiseus;11.42;4.02
Polynemus paradiseus;14.72;3.92
Polynemus paradiseus;14.81;4.18
Polynemus paradiseus;9.78;3.93
Polynemus paradiseus;13.10;3.89
Polynemus paradiseus;15.81;4.26
Polynemus paradiseus;11.45;4.24
Polynemus paradiseus;9.47;4.02
Polynemus paradiseus;13.10;4.02
Polynemus paradiseus;12.36;3.94
Polynemus paradiseus;13.55;3.86
Polynemus paradiseus;14.87;4.14
Polynemus paradiseus;12.05;3.93
Polynemus paradiseus;14.75;4.00
Polynemus paradiseus;12.56;4.07
Polynemus paradiseus;11.27;3.86
Polynemus paradiseus;14.93;3.90
